#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
4763	NF1	1	10.54	[{'HP:0002624': 0.2}, {'HP:0009732': 1.0}, {'HP:0030693': 0.2}, {'HP:0009592': 0.7}, {'HP:0100545': 0.7}, {'HP:0002315': 0.7}, {'HP:0000980': 0.5}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0001067': 1.0}, {'HP:0007663': 0.2}, {'HP:0009733': 1.0}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Plexiform neurofibroma': 1.0}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.7}, {'Arterial stenosis': 0.7}, {'Headache': 0.7}, {'Pallor': 0.5}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Neurofibromas': 1.0}, {'Reduced visual acuity': 0.2}, {'Glioma': 1.0}, {'Hypertension': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2200	FBN1	35	4.33	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}, {'HP:0009732': 0.2}, {'HP:0100545': 0.2}, {'HP:0001317': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}, {'Plexiform neurofibroma': 0.2}, {'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2263	FGFR2	36	4.29	[{'HP:0009592': 0.2}, {'HP:0012286': 0.2}, {'HP:0100545': 0.5}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Astrocytoma': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Arterial stenosis': 0.5}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4436	MSH2	37	4.27	[{'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0009592': 0.5}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.7}, {'HP:0009733': 0.7}]	[{'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.5}, {'Headache': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.7}, {'Glioma': 0.7}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
6647	SOD1	38	4.2	[{'HP:0001270': 0.4}, {'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.2}, {'HP:0000980': 0.2}, {'HP:0025502': 0.2}, {'HP:0001067': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.4}, {'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Pallor': 0.2}, {'Overweight': 0.2}, {'Neurofibromas': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7276	TTR	39	4.12	[{'HP:0002624': 0.2}, {'HP:0030693': 0.2}, {'HP:0100545': 0.2}, {'HP:0002315': 0.9}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0007663': 0.2}, {'HP:0001254': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Arterial stenosis': 0.2}, {'Headache': 0.9}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Reduced visual acuity': 0.2}, {'Lethargy': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3717	JAK2	40	4.11	[{'HP:0002624': 0.5}, {'HP:0030693': 0.2}, {'HP:0100545': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.9}, {'HP:0000980': 0.5}, {'HP:0009733': 0.2}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.5}, {'Supratentorial neoplasm': 0.2}, {'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.9}, {'Pallor': 0.5}, {'Glioma': 0.2}, {'Hypertension': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
773	CACNA1A	41	4.06	[{'HP:0002624': 0.2}, {'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.6}, {'HP:0002315': 0.9}, {'HP:0000980': 0.2}, {'HP:0007663': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.6}, {'Headache': 0.9}, {'Pallor': 0.2}, {'Reduced visual acuity': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
3949	LDLR	42	3.98	[{'HP:0002624': 0.2}, {'HP:0012286': 0.2}, {'HP:0100545': 1.0}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Arterial stenosis': 1.0}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Hypertension': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5395	PMS2	43	3.96	[{'HP:0030693': 0.5}, {'HP:0009592': 0.7}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.5}, {'HP:0009733': 0.7}]	[{'Supratentorial neoplasm': 0.5}, {'Astrocytoma': 0.7}, {'Headache': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.5}, {'Glioma': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4625	MYH7	44	3.95	[{'HP:0001270': 0.2}, {'HP:0009732': 0.2}, {'HP:0100545': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0000822': 0.9}]	[{'Motor delay': 0.2}, {'Plexiform neurofibroma': 0.2}, {'Arterial stenosis': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Hypertension': 0.9}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
2956	MSH6	45	3.94	[{'HP:0009592': 0.7}, {'HP:0002315': 0.5}, {'HP:0001056': 0.2}, {'HP:0001067': 0.7}, {'HP:0009733': 0.7}]	[{'Astrocytoma': 0.7}, {'Headache': 0.5}, {'Milia': 0.2}, {'Neurofibromas': 0.7}, {'Glioma': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
3043	HBB	46	3.94	[{'HP:0002624': 0.5}, {'HP:0012286': 0.2}, {'HP:0000980': 0.7}, {'HP:0025502': 0.2}, {'HP:0001254': 0.2}, {'HP:0000822': 0.7}]	[{'Abnormal venous morphology': 0.5}, {'Abnormal hypothalamus morphology': 0.2}, {'Pallor': 0.7}, {'Overweight': 0.2}, {'Lethargy': 0.2}, {'Hypertension': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
6598	SMARCB1	47	3.92	[{'HP:0030693': 0.5}, {'HP:0009592': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.5}, {'HP:0000980': 0.2}, {'HP:0001067': 0.7}, {'HP:0007663': 0.2}]	[{'Supratentorial neoplasm': 0.5}, {'Astrocytoma': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.5}, {'Pallor': 0.2}, {'Neurofibromas': 0.7}, {'Reduced visual acuity': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
1282	COL4A1	48	3.88	[{'HP:0002624': 0.2}, {'HP:0030693': 0.5}, {'HP:0100545': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.9}, {'HP:0007663': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Supratentorial neoplasm': 0.5}, {'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.9}, {'Reduced visual acuity': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5621	PRNP	49	3.85	[{'HP:0030693': 0.5}, {'HP:0001317': 0.4}, {'HP:0002315': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0001254': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Supratentorial neoplasm': 0.5}, {'Abnormal cerebellum morphology': 0.4}, {'Headache': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Lethargy': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5925	RB1	50	3.84	[{'HP:0002624': 0.2}, {'HP:0030693': 0.7}, {'HP:0009592': 0.2}, {'HP:0012286': 0.2}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0009733': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Supratentorial neoplasm': 0.7}, {'Astrocytoma': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Headache': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Glioma': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
2778	GNAS	51	3.84	[{'HP:0001270': 0.2}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0001067': 0.5}, {'HP:0007663': 0.2}, {'HP:0000822': 0.5}]	[{'Motor delay': 0.2}, {'Headache': 0.2}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Neurofibromas': 0.5}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
2776	GNAQ	52	3.83	[{'HP:0002624': 0.7}, {'HP:0009592': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.4}, {'HP:0009733': 0.2}]	[{'Abnormal venous morphology': 0.7}, {'Astrocytoma': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.4}, {'Glioma': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
6391	SDHC	53	3.82	[{'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.5}, {'HP:0000980': 0.5}, {'HP:0001067': 0.7}, {'HP:0000822': 0.5}]	[{'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.5}, {'Pallor': 0.5}, {'Neurofibromas': 0.7}, {'Hypertension': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5468	PPARG	54	3.75	[{'HP:0002624': 0.2}, {'HP:0012286': 0.5}, {'HP:0100545': 0.2}, {'HP:0025502': 0.5}, {'HP:0000822': 0.7}]	[{'Abnormal venous morphology': 0.2}, {'Abnormal hypothalamus morphology': 0.5}, {'Arterial stenosis': 0.2}, {'Overweight': 0.5}, {'Hypertension': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
2629	GBA	55	3.74	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}, {'HP:0030693': 0.2}, {'HP:0009592': 0.2}, {'HP:0012286': 0.2}, {'HP:0002315': 0.2}, {'HP:0000980': 0.5}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Headache': 0.2}, {'Pallor': 0.5}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
2064	ERBB2	56	3.73	[{'HP:0030693': 0.2}, {'HP:0009592': 0.7}, {'HP:0001067': 0.7}, {'HP:0009733': 1.0}]	[{'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.7}, {'Neurofibromas': 0.7}, {'Glioma': 1.0}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4204	MECP2	57	3.71	[{'HP:0002624': 0.2}, {'HP:0001270': 0.6}, {'HP:0030693': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0025502': 0.5}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.6}, {'Supratentorial neoplasm': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Overweight': 0.5}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5167	ENPP1	58	3.7	[{'HP:0002624': 0.2}, {'HP:0012286': 0.2}, {'HP:0100545': 1.0}, {'HP:0025502': 0.2}, {'HP:0000822': 0.9}]	[{'Abnormal venous morphology': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Arterial stenosis': 1.0}, {'Overweight': 0.2}, {'Hypertension': 0.9}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
8481	OFD1	59	3.7	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.4}, {'HP:0001056': 0.5}, {'HP:0007663': 0.4}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Milia': 0.5}, {'Reduced visual acuity': 0.4}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4089	SMAD4	60	3.68	[{'HP:0100545': 1.0}, {'HP:0002315': 0.2}, {'HP:0000980': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.5}]	[{'Arterial stenosis': 1.0}, {'Headache': 0.2}, {'Pallor': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
659	BMPR2	61	3.65	[{'HP:0009732': 0.7}, {'HP:0030693': 0.2}, {'HP:0100545': 0.7}, {'HP:0000822': 0.9}]	[{'Plexiform neurofibroma': 0.7}, {'Supratentorial neoplasm': 0.2}, {'Arterial stenosis': 0.7}, {'Hypertension': 0.9}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
161742	SPRED1	62	3.63	[{'HP:0001270': 0.2}, {'HP:0009732': 0.7}, {'HP:0001317': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 1.0}, {'HP:0009733': 0.2}]	[{'Motor delay': 0.2}, {'Plexiform neurofibroma': 0.7}, {'Abnormal cerebellum morphology': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 1.0}, {'Glioma': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
478	ATP1A3	63	3.58	[{'HP:0001270': 0.4}, {'HP:0030693': 0.2}, {'HP:0001317': 0.4}, {'HP:0002315': 0.7}, {'HP:0000980': 0.5}, {'HP:0007663': 0.2}, {'HP:0001254': 0.2}]	[{'Motor delay': 0.4}, {'Supratentorial neoplasm': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Headache': 0.7}, {'Pallor': 0.5}, {'Reduced visual acuity': 0.2}, {'Lethargy': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
7249	TSC2	64	3.56	[{'HP:0009592': 1.0}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0009733': 0.5}, {'HP:0000822': 0.2}]	[{'Astrocytoma': 1.0}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Glioma': 0.5}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4137	MAPT	65	3.55	[{'HP:0001270': 0.2}, {'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0009592': 0.2}, {'HP:0012286': 0.5}, {'HP:0007663': 0.2}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.2}, {'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.2}, {'Abnormal hypothalamus morphology': 0.5}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4210	MEFV	66	3.52	[{'HP:0002624': 0.2}, {'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0100545': 0.2}, {'HP:0002315': 0.5}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0007663': 0.4}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Arterial stenosis': 0.2}, {'Headache': 0.5}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Reduced visual acuity': 0.4}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5727	PTCH1	67	3.51	[{'HP:0001270': 0.2}, {'HP:0009592': 0.2}, {'HP:0001317': 0.2}, {'HP:0001056': 0.7}, {'HP:0001067': 0.2}, {'HP:0001254': 0.2}, {'HP:0009733': 0.2}]	[{'Motor delay': 0.2}, {'Astrocytoma': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Milia': 0.7}, {'Neurofibromas': 0.2}, {'Lethargy': 0.2}, {'Glioma': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4535	ND1	68	3.51	[{'HP:0001270': 0.4}, {'HP:0009732': 0.2}, {'HP:0100545': 0.2}, {'HP:0002315': 0.7}, {'HP:0007663': 0.4}, {'HP:0001254': 0.2}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.4}, {'Plexiform neurofibroma': 0.2}, {'Arterial stenosis': 0.2}, {'Headache': 0.7}, {'Reduced visual acuity': 0.4}, {'Lethargy': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4976	OPA1	69	3.5	[{'HP:0001270': 0.2}, {'HP:0009732': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0000980': 0.9}, {'HP:0007663': 0.9}]	[{'Motor delay': 0.2}, {'Plexiform neurofibroma': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Pallor': 0.9}, {'Reduced visual acuity': 0.9}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4221	MEN1	70	3.41	[{'HP:0030693': 0.2}, {'HP:0002315': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}, {'HP:0001254': 0.5}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Supratentorial neoplasm': 0.2}, {'Headache': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}, {'Lethargy': 0.5}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
23095	KIF1B	71	3.4	[{'HP:0009732': 0.2}, {'HP:0100545': 0.2}, {'HP:0002315': 0.5}, {'HP:0000980': 0.5}, {'HP:0001067': 0.2}, {'HP:0000822': 0.7}]	[{'Plexiform neurofibroma': 0.2}, {'Arterial stenosis': 0.2}, {'Headache': 0.5}, {'Pallor': 0.5}, {'Neurofibromas': 0.2}, {'Hypertension': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
6608	SMO	72	3.4	[{'HP:0009592': 0.2}, {'HP:0012286': 0.5}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0001067': 0.5}, {'HP:0007663': 0.2}, {'HP:0009733': 0.7}]	[{'Astrocytoma': 0.2}, {'Abnormal hypothalamus morphology': 0.5}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Neurofibromas': 0.5}, {'Reduced visual acuity': 0.2}, {'Glioma': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
1281	COL3A1	73	3.38	[{'HP:0002624': 0.7}, {'HP:0001270': 0.2}, {'HP:0100545': 0.5}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.7}, {'Motor delay': 0.2}, {'Arterial stenosis': 0.5}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
207	AKT1	74	3.37	[{'HP:0002624': 0.5}, {'HP:0030693': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.5}, {'HP:0001067': 0.5}, {'HP:0007663': 0.2}]	[{'Abnormal venous morphology': 0.5}, {'Supratentorial neoplasm': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.5}, {'Neurofibromas': 0.5}, {'Reduced visual acuity': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
11277	TREX1	75	3.37	[{'HP:0012286': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.5}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.7}]	[{'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.5}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
672	BRCA1	76	3.32	[{'HP:0009732': 0.2}, {'HP:0030693': 0.2}, {'HP:0012286': 0.2}, {'HP:0000980': 0.2}, {'HP:0001067': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Plexiform neurofibroma': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Pallor': 0.2}, {'Neurofibromas': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5080	PAX6	77	3.32	[{'HP:0030693': 0.5}, {'HP:0000980': 0.2}, {'HP:0001067': 0.5}, {'HP:0007663': 0.9}, {'HP:0009733': 0.5}]	[{'Supratentorial neoplasm': 0.5}, {'Pallor': 0.2}, {'Neurofibromas': 0.5}, {'Reduced visual acuity': 0.9}, {'Glioma': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4041	LRP5	78	3.3	[{'HP:0001270': 0.2}, {'HP:0002315': 0.5}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}, {'HP:0009733': 0.7}]	[{'Motor delay': 0.2}, {'Headache': 0.5}, {'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}, {'Glioma': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
6389	SDHA	79	3.29	[{'HP:0001270': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.7}, {'HP:0000980': 0.5}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.5}]	[{'Motor delay': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.7}, {'Pallor': 0.5}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
