Tous	HP:0000001
Lèvre inférieure tombante	HP:0000232
Éclabe de la lèvre inférieure	HP:0000232
Lèvre inférieure renversée	HP:0000232
Lèvre inférieure proéminente renversée	HP:0000232
Lèvre inférieure tournée vers l'extérieur	HP:0000232
Lèvre inférieure saillante	HP:0000232
Fine bordure vermillon	HP:0000233
Diminution du volume des lèvres	HP:0000233
Diminution du volume du vermillon des lèvres	HP:0000233
Lèvres fines	HP:0000233
Fines bordures vermillon	HP:0000233
Vermillon fin	HP:0000233
Anomalie de la tête	HP:0000234
Tête anormale	HP:0000234
Anomalie de la tête	HP:0000234
Anomalie de la tête	HP:0000234
Anomalie des fontanelles ou des sutures crâniennes	HP:0000235
Anomalie de la fontanelle antérieure	HP:0000236
Anomalie de la zone molle du front	HP:0000236
Petite fontanelle antérieure	HP:0000237
Petite fontanelle antérieure	HP:0000237
Petite fontanelle frontale	HP:0000237
Hydrocéphalie	HP:0000238
Hydrocéphalie	HP:0000238
Hydrocéphalie non syndromique	HP:0000238
Trop de liquide céphalo-rachidien dans le cerveau	HP:0000238
Grandes fontanelles	HP:0000239
Fontanelles élargies	HP:0000239
Grandes sutures bregma	HP:0000239
Grande fontanelle	HP:0000239
Grande fontanelle	HP:0000239
Grandes fontanelles	HP:0000239
Grande fontanelle à fermeture tardive	HP:0000239
Fontanelle large et persistante	HP:0000239
Sutures bregma larges	HP:0000239
Fontanelles larges	HP:0000239
Anomalie de la taille du crâne	HP:0000240
Anomalie de la taille du crâne	HP:0000240
Anomalie de la taille de la tête	HP:0000240
Anomalie de la taille du crâne	HP:0000240
Bossage pariétal	HP:0000242
Dirigeant bipariétal	HP:0000242
Bossage de l'os pariétal	HP:0000242
Trigonocéphalie	HP:0000243
Forme de crâne triangulaire	HP:0000243
Forme de tête triangulaire	HP:0000243
Forme de crâne triangulaire	HP:0000243
Crâne en forme de coin	HP:0000243
Tête en forme de coin	HP:0000243
Crâne en forme de coin	HP:0000243
Brachyturricéphalie	HP:0000244
Brachy-turricéphalie	HP:0000244
Front haut et proéminent	HP:0000244
Turribrachycéphalie	HP:0000244
Morphologie anormale des sinus paranasaux	HP:0000245
Anomalie des sinus paranasaux	HP:0000245
Anomalie des sinus	HP:0000245
Anomalie des sinus de la tête	HP:0000245
Sinusite	HP:0000246
Maladie des sinus	HP:0000246
Infection des sinus	HP:0000246
Inflammation des sinus	HP:0000246
Brachycéphalie	HP:0000248
Forme de crâne large	HP:0000248
Forme de tête large	HP:0000248
Forme de crâne large	HP:0000248
Crâne court et large	HP:0000248
Forme de crâne large	HP:0000248
Forme de tête large	HP:0000248
Forme de crâne large	HP:0000248
Crâne dense	HP:0000250
Calotte crânienne dense	HP:0000250
Microcéphalie	HP:0000252
Crâne anormalement petit	HP:0000252
Tête anormalement petite	HP:0000252
Crâne anormalement petit	HP:0000252
Diminution de la circonférence du crâne	HP:0000252
Diminution de la taille du crâne	HP:0000252
Diminution de la taille de la tête	HP:0000252
Diminution de la taille du crâne	HP:0000252
Tour de tête réduit	HP:0000252
petit calvaire	HP:0000252
petit crâne	HP:0000252
Petite tête	HP:0000252
Petit tour de tête	HP:0000252
Petit crâne	HP:0000252
Microcéphalie progressive	HP:0000253
Microcéphalie, postnatale, progressive	HP:0000253
Microcéphalie progressive	HP:0000253
Crâne progressivement anormalement petit	HP:0000253
Crâne progressivement anormalement petit	HP:0000253
Sinusite aiguë	HP:0000255
Macrocéphalie	HP:0000256
Gros crâne	HP:0000256
Gros crâne	HP:0000256
Grosse tête	HP:0000256
Gros crâne	HP:0000256
Augmentation de la taille du crâne	HP:0000256
Augmentation de la taille de la tête	HP:0000256
Augmentation de la taille du crâne	HP:0000256
Crânes larges	HP:0000256
Grand crâne	HP:0000256
Grosse tête	HP:0000256
Grand tour de tête	HP:0000256
Grand crâne	HP:0000256
Macrocrânie	HP:0000256
Mégacéphalie	HP:0000256
Fontanelle antérieure large	HP:0000260
Grande fontanelle antérieure	HP:0000260
Grande fontanelle antérieure	HP:0000260
Grandes fontanelles antérieures	HP:0000260
Grande fontanelle antérieure ouverte	HP:0000260
Grande fontanelle antérieure ouverte	HP:0000260
Fontanelle antérieure large	HP:0000260
Fontanelle antérieure grande ouverte	HP:0000260
Point mou du crâne plus large que d’habitude	HP:0000260
Turricéphalie	HP:0000262
Crâne de forme haute	HP:0000262
Tête haute	HP:0000262
Crâne en forme de grande taille	HP:0000262
Forme de crâne à tour	HP:0000262
Forme de crâne de tour	HP:0000262
Turricéphale	HP:0000262
Oxycéphalie	HP:0000263
Acrocéphalie	HP:0000263
Anomalie de la mastoïde	HP:0000264
Anomalie du processus mastoïde de l'os temporal	HP:0000264
Mastoïdite	HP:0000265
Asymétrie crânienne	HP:0000267
Anomalie de forme de la voûte crânienne	HP:0000267
Anomalie de forme du crâne	HP:0000267
Anomalie de forme de la tête	HP:0000267
Asymétrie du crâne	HP:0000267
Asymétrie de la tête	HP:0000267
Asymétrie de la voûte crânienne	HP:0000267
Malformation de la forme de la voûte crânienne	HP:0000267
Malformation de la forme du crâne	HP:0000267
Malformation de la forme de la tête	HP:0000267
Forme de tête inégale	HP:0000267
Dolichocéphalie	HP:0000268
Grand crâne dolichocéphale	HP:0000268
Tête longue et étroite	HP:0000268
Forme de crâne étroite	HP:0000268
Forme de tête étroite	HP:0000268
Forme de crâne étroite	HP:0000268
Crâne haut et étroit	HP:0000268
Turridolichocéphalie	HP:0000268
La nuque est proéminente	HP:0000269
Arrière de la tête proéminent	HP:0000269
Arrière proéminent du crâne	HP:0000269
Crâne postérieur proéminent	HP:0000269
Tête postérieure proéminente	HP:0000269
Crâne postérieur proéminent	HP:0000269
Saillie à l'arrière de la tête	HP:0000269
Occiput saillant	HP:0000269
Fermeture retardée de la suture crânienne	HP:0000270
Sutures crâniennes larges et à fermeture tardive	HP:0000270
Fermeture retardée de la fontanelle	HP:0000270
Fermeture retardée des fontanelles	HP:0000270
Fermeture retardée des fontanelles	HP:0000270
Fermeture retardée des fontanelles	HP:0000270
Fermeture retardée de la suture crânienne	HP:0000270
Fermeture retardée de la fontanelle	HP:0000270
Fermeture retardée de la fontanelle	HP:0000270
Fontanelles à fermeture tardive	HP:0000270
Fermeture tardive de la fontanelle	HP:0000270
Fontanelle à fermeture tardive	HP:0000270
Sutures ouvertes	HP:0000270
Anomalie du visage	HP:0000271
Visage anormal	HP:0000271
Anomalie du visage	HP:0000271
Anomalie du visage	HP:0000271
Anomalie de la physionomie	HP:0000271
Anomalie du visage	HP:0000271
Anomalie du visage	HP:0000271
Anomalie du visage	HP:0000271
Trouble du visage	HP:0000271
Trouble du visage	HP:0000271
Anomalie faciale	HP:0000271
Anomalie faciale	HP:0000271
Aplatissement malaire	HP:0000272
Diminution de la taille de l'os malaire	HP:0000272
Région malaire déprimée	HP:0000272
Pommette plate	HP:0000272
Os malaire hypotrophique	HP:0000272
Hypoplasie malaire	HP:0000272
Sous-développement de l'os malaire	HP:0000272
Aplatissement zygomatique	HP:0000272
Grimace faciale	HP:0000273
Grimace faciale	HP:0000273
Petit visage	HP:0000274
Hypoplasie faciale	HP:0000274
Hypoplasie du visage	HP:0000274
Microface	HP:0000274
Microfaciès	HP:0000274
Visage court et étroit	HP:0000274
Petit visage	HP:0000274
Petit faciès	HP:0000274
Visage étroit	HP:0000275
Diminution de la largeur du visage	HP:0000275
Diminution de la dimension horizontale du visage	HP:0000275
Diminution de la dimension transversale du visage	HP:0000275
Diminution de la largeur du visage	HP:0000275
Déficience horizontale du visage	HP:0000275
Hypoplasie horizontale du visage	HP:0000275
Insuffisance horizontale du visage	HP:0000275
Visage étroit	HP:0000275
Faciès étroit	HP:0000275
Visage mince	HP:0000275
Faciès mince	HP:0000275
Déficit transversal du visage	HP:0000275
Hyplasie transversale du visage	HP:0000275
Insuffisance transversale du visage	HP:0000275
Visage long	HP:0000276
Allongement du visage	HP:0000276
Augmentation de la hauteur du visage	HP:0000276
Augmentation de la longueur du visage	HP:0000276
Augmentation de la dimension verticale du visage	HP:0000276
Visage long	HP:0000276
Faciès long	HP:0000276
Allongement vertical du visage	HP:0000276
Agrandissement vertical du visage	HP:0000276
Excès vertical du visage	HP:0000276
Excès vertical du visage	HP:0000276
Hyperplasie verticale du visage	HP:0000276
Excroissance verticale du visage	HP:0000276
Morphologie anormale de la mandibule	HP:0000277
Anomalie de l'os de la mâchoire inférieure	HP:0000277
Anomalie de la mandibule	HP:0000277
Anomalie de la mandibule	HP:0000277
Déformation de l'os de la mâchoire inférieure	HP:0000277
Déformation de la mandibule	HP:0000277
Malformation de l'os de la mâchoire inférieure	HP:0000277
Malformation de la mandibule	HP:0000277
Rétrognathie	HP:0000278
Rétrognathie de la mâchoire inférieure	HP:0000278
Menton fuyant	HP:0000278
Mâchoire inférieure fuyante	HP:0000278
Mandibule fuyante	HP:0000278
Rétrogénie	HP:0000278
Rétrognathie de la mâchoire inférieure	HP:0000278
Menton faible	HP:0000278
Mâchoire faible	HP:0000278
Traits du visage grossiers	HP:0000280
Visage grossier	HP:0000280
Aspect du visage grossier	HP:0000280
Traits du visage grossiers	HP:0000280
Faciès grossier	HP:0000280
Caractéristiques du visage arrondies et lourdes	HP:0000280
Peau du visage épaissie avec des traits grossiers	HP:0000280
Œdème du visage	HP:0000282
Œdème du visage	HP:0000282
Gonflement du visage	HP:0000282
Gonflement du visage	HP:0000282
Visage large	HP:0000283
Visage large	HP:0000283
Faciès large	HP:0000283
Excès horizontal du visage	HP:0000283
Hyperplasie horizontale du visage	HP:0000283
Augmentation de la largeur du visage	HP:0000283
Augmentation de la dimension horizontale du visage	HP:0000283
Augmentation de la dimension transversale du visage	HP:0000283
Augmentation de la largeur du visage	HP:0000283
Excès transversal du visage	HP:0000283
Hyperplasie transversale du visage	HP:0000283
Visage large	HP:0000283
Faciès large	HP:0000283
obsolète Anomalie de la région oculaire	HP:0000284
Épicanthus	HP:0000286
Pli épicanthal	HP:0000286
Plis épicanthaux	HP:0000286
Plis épicanthiques	HP:0000286
Plis des yeux	HP:0000286
Pli palpébronasal	HP:0000286
Plique palpébronasale	HP:0000286
Plis oculaires proéminents	HP:0000286
Augmentation du tissu adipeux du visage	HP:0000287
Hyperplasie graisseuse du visage	HP:0000287
Hypertrophie graisseuse du visage	HP:0000287
Hyperplasie du tissu adipeux du visage	HP:0000287
Hypertrophie du tissu adipeux du visage	HP:0000287
Augmentation de la quantité de tissu adipeux du visage	HP:0000287
Augmentation de la quantité de graisse du visage	HP:0000287
Augmentation du volume du tissu adipeux du visage	HP:0000287
Anomalie du philtrum	HP:0000288
Philtrum anormal	HP:0000288
Anomalie de la dépression sous-nasale	HP:0000288
Anomalie de la région paralabiale	HP:0000288
Philtrum large	HP:0000289
Augmentation de la largeur du philtrum	HP:0000289
Augmentation de la dimension horizontale du philtrum	HP:0000289
Dimension transversale accrue du philtrum	HP:0000289
Augmentation de la largeur du philtrum	HP:0000289
Philtrum large	HP:0000289
Anomalie du front	HP:0000290
Anomalie du front	HP:0000290
Anomalie de la région frontale du visage	HP:0000290
Anomalie du front	HP:0000290
Déformation du front	HP:0000290
Malformation du front	HP:0000290
Anomalie du tissu adipeux du visage	HP:0000291
Anomalie de la graisse du visage	HP:0000291
Déformation du tissu adipeux du visage	HP:0000291
Malformation du tissu adipeux du visage	HP:0000291
Perte de tissu adipeux du visage	HP:0000292
Diminution de la quantité de tissu adipeux du visage	HP:0000292
Diminution de la quantité de graisse du visage	HP:0000292
Diminution du volume du tissu adipeux du visage	HP:0000292
Perte de graisse du visage	HP:0000292
Perte de tissu adipeux sous-cutané du visage	HP:0000292
Perte de tissu adipeux sous-cutané du visage	HP:0000292
Joues pleines	HP:0000293
Joues de pomme	HP:0000293
Grosses joues	HP:0000293
Joues potelées	HP:0000293
Joues pleines	HP:0000293
Hyperplasie des joues	HP:0000293
Hypertrophie des joues	HP:0000293
Augmentation de la taille des joues	HP:0000293
Grosses joues	HP:0000293
Joues gonflées	HP:0000293
Ligne de cheveux antérieure basse	HP:0000294
Délié frontal bas	HP:0000294
Ligne de cheveux frontale basse	HP:0000294
Faciès de poupée	HP:0000295
Aspect facial semblable à celui d’une poupée	HP:0000295
Hypotonie faciale	HP:0000297
Atonie de la musculature faciale	HP:0000297
Diminution du tonus musculaire du visage	HP:0000297
Faciès hypotonique	HP:0000297
Faible tonus musculaire du visage	HP:0000297
Tonus musculaire du visage réduit	HP:0000297
Faciès en forme de masque	HP:0000298
Des millions	HP:0000298
Visage sans expression	HP:0000298
Manque d'expression du visage	HP:0000298
Aspect du visage semblable à celui d'un masque	HP:0000298
Faciès masqué	HP:0000298
Visage ovale	HP:0000300
Visage ovale	HP:0000300
Forme du visage ovale	HP:0000300
Faciès ovale	HP:0000300
Anomalie de la musculature faciale	HP:0000301
Anomalie des muscles du visage	HP:0000301
Problème musculaire du visage	HP:0000301
Prognathie mandibulaire	HP:0000303
Grande mâchoire inférieure	HP:0000303
Grande mandibule	HP:0000303
Mandibule élargie	HP:0000303
Agrandissement de la mandibule	HP:0000303
Hyperplasie de la mâchoire inférieure	HP:0000303
Hypertrophie de la mâchoire inférieure	HP:0000303
Hypertrophie de la mandibule	HP:0000303
Projection accrue de la mâchoire inférieure	HP:0000303
Augmentation de la projection de la mandibule	HP:0000303
Augmentation de la taille de la mâchoire inférieure	HP:0000303
Augmentation de la taille de la mandibule	HP:0000303
Grande mâchoire inférieure	HP:0000303
Grande mandibule	HP:0000303
Excès de la mâchoire inférieure	HP:0000303
Hyperplasie de la mâchoire inférieure	HP:0000303
Macromandibule	HP:0000303
Prognathisme mandibulaire	HP:0000303
Excès mandibulaire	HP:0000303
Hyperplasie mandibulaire	HP:0000303
Macrognathie mandibulaire	HP:0000303
Prognathisme mandibulaire	HP:0000303
Prognathie	HP:0000303
Prognathisme	HP:0000303
Menton proéminent	HP:0000303
Mâchoire proéminente	HP:0000303
Mâchoire inférieure proéminente	HP:0000303
Mandibule proéminente	HP:0000303
Prognathisme mandibulaire relatif	HP:0000303
Anomalie du menton	HP:0000306
Anomalie du menton	HP:0000306
Anomalie du menton	HP:0000306
Anomalie du menton	HP:0000306
Déformation du menton	HP:0000306
Malformation du menton	HP:0000306
Menton pointu	HP:0000307
Menton pointu	HP:0000307
Région de mention pointue	HP:0000307
Menton pointu	HP:0000307
Petit menton pointu	HP:0000307
Menton de sorcière	HP:0000307
Microrétrognathie	HP:0000308
Rétromicrognathie	HP:0000308
Petit menton retruqué	HP:0000308
Anomalie du milieu du visage	HP:0000309
Anomalie du milieu du visage	HP:0000309
Anomalie du milieu du visage	HP:0000309
Déformation du milieu du visage	HP:0000309
Malformation du milieu du visage	HP:0000309
Visage rond	HP:0000311
Visage circulaire	HP:0000311
Visage rond	HP:0000311
Aspect du visage rond	HP:0000311
Forme du visage ronde	HP:0000311
Faciès rond	HP:0000311
Visage rond et complet	HP:0000311
Anomalie de la région orbitaire	HP:0000315
Anomalie de la région des yeux	HP:0000315
Anomalie de la région autour des yeux	HP:0000315
Anomalie de la région orbitaire du visage	HP:0000315
Déformation de la région orbitaire du visage	HP:0000315
Malformation de la région orbitaire du visage	HP:0000315
Hypertélorisme	HP:0000316
Séparation orbitale excessive	HP:0000316
Augmentation de la distance entre les orbites	HP:0000316
Augmentation de la distance entre les yeux	HP:0000316
Augmentation de la distance interpupillaire	HP:0000316
Hypertélorisme oculaire	HP:0000316
Yeux écarquillés	HP:0000316
Yeux très espacés	HP:0000316
Distance interpupillaire élargie	HP:0000316
Myokymie faciale	HP:0000317
Contraction faciale involontaire	HP:0000317
Tremblements involontaires du visage	HP:0000317
Philtrum lisse	HP:0000319
Diminution de la profondeur du philtrum	HP:0000319
Filtre plat	HP:0000319
Filtre indistinct	HP:0000319
Philtrum, lisse	HP:0000319
Philtrum peu profond	HP:0000319
Un simple filtre	HP:0000319
